Respondent_Serial,brand,OSAT,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Has a wide range of ingredients,Portions are the right size for my appetite,Is worth the price,Is a good value for the money,Has enticing promotional offers,Ordering is simple and easy,Integrates technology into its ordering process,Restaurant is clean,Ingredients are fresh,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,State,sales,Total subs sold in a year,Payment Used,Wait Time
22563,Chipotle,5,6,4,6,5,5,4,6,7,5,5,6,5,5,6,New Mexico,802.5308738,145246.4367,Debit Card,6
22563,McDonalds,4,5,3,4,4,6,5,6,3,5,5,4,4,5,5,New York,7008.021886,927747.7662,Credit Card,5
22565,Subway,6,6,6,6,5,6,6,6,6,7,5,5,5,5,5,North Carolina,2601.146804,401976.8548,Apple Pay,6
22565,McDonalds,6,6,5,5,6,6,6,5,6,5,7,5,6,6,7,North Dakota,2886.789026,328495.8309,Debit Card,7
22575,Jimmy Johns,3,6,5,7,4,6,4,5,5,4,6,6,6,6,5,Oklahoma,2675.400549,88826.03354,Debit Card,9
22582,Firehouse Subs,6,5,6,5,6,5,6,4,6,6,6,5,5,5,4,Oregon,5943.95434,413496.783,Credit Card,10
22582,Panera,6,5,5,6,5,5,6,6,6,6,6,5,6,6,5,Pennsylvania,7225.999334,476893.6727,Cash,15
22583,Jersey Mikes,7,5,6,6,5,6,7,6,7,6,6,6,5,6,5,Rhode Island,7418.397606,62439.73988,Cash,11
22585,McDonalds,6,5,5,7,5,6,4,4,6,4,6,5,6,5,6,Tennessee,4238.706832,888220.09,Google Pay,12
22621,Jersey Mikes,6,5,7,3,6,4,5,5,6,7,4,5,5,7,6,Texas,9565.405763,606613.3258,Debit Card,13
22621,Panera,6,6,5,4,5,7,5,5,6,5,6,6,6,4,6,Utah,904.050486,240644.8412,Cash,9
22627,Jimmy Johns,5,5,6,6,5,5,6,5,5,5,5,5,5,5,6,Virginia,7901.774158,101559.1389,Samsung Pay,12
22640,Jersey Mikes,7,5,4,4,5,6,4,4,5,7,5,6,4,5,5,West Virginia,6502.078567,438675.0669,Cash,5
22649,Jersey Mikes,6,6,5,5,6,6,5,6,5,6,5,6,6,5,6,Wisconsin,3116.758385,563333.7021,Google Pay,12
22649,Jimmy Johns,5,5,5,6,7,6,5,5,6,6,6,5,5,4,5,Wyoming,6386.601426,278163.5007,Samsung Pay,6
22650,Firehouse Subs,6,5,6,5,6,5,5,7,5,4,7,5,5,5,6,Alabama,7861.476132,126893.0693,Credit Card,7
22650,Jersey Mikes,5,5,6,6,5,6,6,6,4,4,6,6,6,7,4,Alaska,7325.672537,938067.0235,Samsung Pay,12
22651,Subway,5,5,6,5,6,5,6,5,5,5,6,6,6,5,5,Arizona,6776.935164,92519.622,Debit Card,10
22651,Panera,6,5,4,6,5,7,6,5,4,5,7,4,6,5,6,Arkansas,5150.186997,52296.0549,Apple Pay,6
22653,Chipotle,5,6,4,5,6,5,7,5,5,7,5,5,6,5,5,California,2.583234612,762593.9024,Google Pay,11
22653,Firehouse Subs,5,7,4,7,6,3,4,6,7,4,4,5,7,4,6,Colorado,4697.774061,54905.13547,Samsung Pay,5
22669,Chipotle,5,5,5,6,4,5,6,6,6,5,5,6,5,5,6,Connecticut,7622.523987,929870.6047,Google Pay,7
22669,Jimmy Johns,5,6,5,6,5,4,5,6,6,6,5,5,6,6,5,Delaware,8534.172529,439410.3251,Apple Pay,11
22671,Jimmy Johns,5,7,5,5,5,4,4,4,4,6,4,5,4,6,5,Florida,2163.872942,114621.2396,Samsung Pay,9
22671,Panera,4,5,5,6,5,4,4,5,7,6,5,5,6,6,4,Georgia,949.3013889,699895.971,Debit Card,6
22682,Chipotle,6,5,6,6,5,5,5,5,5,6,6,6,6,6,5,Hawaii,542.8945054,170149.5302,Cash,12
22682,Panera,6,5,6,5,6,5,5,6,5,6,7,5,6,6,5,Idaho,258.5541963,114061.9886,Google Pay,11
22684,Firehouse Subs,6,4,6,5,4,5,6,6,6,5,6,6,5,5,4,Illinois,7007.871014,819869.4606,Samsung Pay,12
22684,Jimmy Johns,6,7,6,6,6,6,5,6,6,5,5,5,5,5,6,Indiana,3544.740842,212514.9845,Credit Card,15
22691,Jersey Mikes,4,5,5,4,5,6,6,4,5,6,7,3,4,4,7,Iowa,4628.723723,784698.0285,Google Pay,13
22691,McDonalds,5,5,6,4,4,4,4,6,6,5,4,6,5,6,5,Kansas,1097.633396,365402.0987,Debit Card,9
22692,Jersey Mikes,5,7,5,6,4,4,4,4,6,6,7,5,3,3,4,Kentucky,5418.803935,355465.2262,Apple Pay,8
22692,McDonalds,5,5,4,5,5,6,5,4,4,4,5,6,5,6,5,Louisiana,6802.917904,491215.8938,Apple Pay,6
22697,Firehouse Subs,5,5,5,5,6,7,2,6,5,5,5,5,6,6,7,Maryland,3499.460714,854856.6386,Credit Card,6
22698,Chipotle,3,3,6,6,6,4,7,6,5,7,5,6,5,6,7,Massachusetts,4593.099898,395436.9412,Debit Card,9
22698,Firehouse Subs,4,6,6,6,2,6,4,7,6,5,6,5,6,4,4,Michigan,1403.213171,365113.832,Credit Card,15
22715,Subway,6,6,6,6,6,6,6,7,6,6,5,4,5,6,5,Minnesota,807.269347,964711.5744,Apple Pay,5
22715,Panera,6,6,6,4,6,5,5,6,5,7,6,4,7,5,5,Mississippi,148.7417116,930823.4213,Apple Pay,6
22734,Subway,5,6,6,5,6,5,6,6,6,5,6,6,6,5,5,Missouri,3639.241991,322172.1678,Samsung Pay,13
22734,Chipotle,5,6,6,5,6,5,6,6,5,5,6,5,5,7,6,Montana,224.0367518,525939.5042,Debit Card,10
22737,Jimmy Johns,6,5,6,5,6,6,6,7,6,6,5,6,6,6,6,Nebraska,6399.086736,114919.603,Google Pay,13
22738,Chipotle,5,5,6,7,7,7,6,7,6,7,7,5,7,7,6,New Hampshire,9781.301223,171031.3303,Samsung Pay,12
22738,Firehouse Subs,5,6,6,7,5,6,7,7,5,6,6,6,6,5,7,New Jersey,4320.976621,192773.3144,Apple Pay,5
22745,Jersey Mikes,6,5,6,4,5,6,4,6,6,6,6,5,6,7,2,New Mexico,1356.161378,172563.5512,Credit Card,12
22750,Jimmy Johns,6,5,6,5,7,6,7,7,6,6,4,6,7,5,7,North Carolina,2693.255682,470208.5816,Google Pay,8
22750,McDonalds,6,7,6,5,5,5,4,6,6,7,7,6,5,4,5,North Dakota,7707.951179,901665.9756,Samsung Pay,11
22752,Chipotle,4,6,6,6,6,5,6,6,6,5,7,5,6,6,6,Ohio,6409.459344,775514.4343,Credit Card,8
22752,McDonalds,5,7,6,6,6,6,6,5,7,7,5,6,7,6,6,Oklahoma,3406.504774,319049.3454,Google Pay,15
22753,Firehouse Subs,4,6,5,6,5,5,5,5,6,7,5,6,6,5,7,Oregon,8469.696215,264668.3276,Apple Pay,13
22753,Jersey Mikes,6,5,5,6,5,7,7,5,6,5,5,6,7,6,7,Pennsylvania,5588.323586,162736.0113,Apple Pay,6
22759,Chipotle,5,4,6,5,5,3,4,5,6,6,5,5,5,6,6,Rhode Island,4201.160325,629837.3171,Google Pay,7
22760,Chipotle,4,5,6,6,4,4,7,5,6,4,6,5,4,5,6,South Dakota,4116.757784,962424.2155,Samsung Pay,6
22760,Firehouse Subs,6,6,5,7,5,6,7,4,7,7,4,5,6,5,4,Tennessee,1954.975321,106584.9741,Cash,7
22761,Chipotle,5,5,6,5,5,7,7,6,6,5,6,7,6,6,5,Texas,6081.630392,209208.8562,Cash,7
22761,Firehouse Subs,6,6,6,7,4,7,5,7,6,4,7,5,7,6,6,Utah,6124.335539,626106.717,Credit Card,9
22762,Jimmy Johns,6,7,4,6,4,5,6,6,5,5,6,6,6,5,6,Vermont,6740.678035,809241.2808,Debit Card,11
22762,McDonalds,6,5,5,5,7,6,6,5,6,5,7,6,5,5,5,Virginia,6908.155709,593236.6868,Debit Card,12
22765,Subway,4,5,5,7,6,5,7,6,5,7,7,7,7,5,5,Washington,9325.584302,601350.9205,Samsung Pay,10
22765,Firehouse Subs,4,7,7,7,6,6,7,7,4,7,7,7,5,5,7,West Virginia,7290.66299,334752.0551,Cash,10
22766,Jersey Mikes,4,5,5,6,4,5,4,5,4,3,4,5,5,5,7,Wisconsin,8121.311666,325953.0323,Credit Card,12
22766,McDonalds,6,5,6,4,5,5,4,5,5,4,3,4,5,4,5,Wyoming,7667.857549,648889.4119,Samsung Pay,14
22767,Subway,6,6,5,5,7,6,7,7,5,5,5,7,6,7,7,Alabama,1906.626474,259804.2996,Apple Pay,10
22767,Jersey Mikes,3,7,5,6,7,6,7,6,7,4,4,7,7,6,6,Alaska,4641.011893,103748.9892,Samsung Pay,7
22768,Jersey Mikes,6,6,7,6,6,6,7,5,6,7,7,6,7,5,6,Arizona,292.476797,892999.8572,Cash,9
22769,Panera,6,5,7,6,7,7,5,5,7,5,6,7,4,4,5,Colorado,2941.395471,187701.961,Apple Pay,14
22770,Panera,6,6,7,7,6,7,5,7,7,7,4,6,5,6,7,Delaware,7298.54998,974022.5959,Credit Card,6
22771,Jimmy Johns,5,5,4,4,6,4,4,3,4,6,3,5,4,5,6,Florida,9884.80937,457558.8682,Samsung Pay,12
22771,McDonalds,5,6,6,5,4,4,4,5,5,6,6,5,4,4,5,Georgia,3016.716874,478547.8884,Apple Pay,8
22772,Chipotle,4,6,5,4,5,5,6,5,7,5,5,5,5,5,4,Hawaii,134.2900957,163703.8223,Samsung Pay,13
22784,Jersey Mikes,6,7,5,6,7,6,6,7,4,6,7,5,5,6,7,Illinois,8595.712437,909607.9724,Google Pay,7
22784,Jimmy Johns,6,7,7,5,4,6,6,5,5,5,6,7,5,6,5,Indiana,4456.255636,172832.3711,Apple Pay,13
22787,Panera,3,7,5,6,7,5,7,3,6,5,4,4,5,6,5,Kansas,1362.838699,640927.2583,Apple Pay,15
22788,McDonalds,6,5,2,6,5,5,6,4,6,7,3,6,5,6,4,Kentucky,3664.172237,410784.57,Apple Pay,12
22788,Panera,5,7,6,4,6,7,4,5,3,5,6,4,5,5,6,Louisiana,8564.16654,443080.0062,Credit Card,6
22814,Chipotle,4,7,7,7,7,7,7,7,7,7,6,7,7,5,7,Maine,6938.001675,36103.21758,Cash,9
22818,Subway,6,7,7,7,6,5,7,7,5,7,7,6,7,7,7,Massachusetts,9434.892663,552561.8794,Cash,15
22818,Jimmy Johns,5,7,5,6,6,6,6,6,5,6,7,6,5,6,5,Michigan,2829.422782,234710.0856,Google Pay,12
22819,Jersey Mikes,5,5,6,4,6,6,6,6,6,5,6,6,7,7,5,Minnesota,8776.18385,54993.55342,Apple Pay,6
22819,McDonalds,5,6,6,7,6,6,6,6,7,7,7,6,6,6,6,Mississippi,5861.364855,263214.4624,Cash,13
22820,Firehouse Subs,5,6,5,6,6,6,6,7,7,6,7,6,6,6,7,Missouri,4320.363421,749482.1287,Debit Card,14
22820,Panera,5,6,6,6,5,6,6,6,4,6,6,6,6,6,7,Montana,8613.502435,11600.54001,Samsung Pay,9
22821,Subway,4,5,4,6,7,6,6,7,7,7,6,7,7,7,6,Nebraska,6654.354241,713231.2749,Debit Card,8
22821,Firehouse Subs,5,6,7,6,6,7,7,7,6,7,6,7,5,7,7,Nevada,4301.550513,938616.1056,Debit Card,5
22822,Jimmy Johns,5,7,7,6,5,6,6,5,6,7,7,7,6,6,6,New Hampshire,1773.302639,272877.3655,Debit Card,10
22823,Jersey Mikes,5,7,6,7,6,6,7,7,5,6,7,6,5,7,7,New Mexico,4233.147361,218831.2559,Samsung Pay,8
22823,Jimmy Johns,5,4,5,6,5,6,6,5,4,5,5,7,5,6,6,New York,7733.670281,884426.9202,Debit Card,5
22852,Chipotle,7,7,5,7,6,7,7,7,7,7,5,7,7,7,4,North Carolina,1768.736698,451216.4215,Credit Card,10
22852,Firehouse Subs,2,6,5,5,3,4,7,7,3,5,4,3,7,3,5,North Dakota,5774.846262,425546.1766,Google Pay,13
22858,Chipotle,4,3,4,3,3,3,4,3,4,4,3,4,3,2,3,Ohio,6940.1531,809517.7749,Credit Card,10
22858,Panera,3,4,3,3,3,4,4,4,3,4,3,4,3,3,3,Oklahoma,2562.643891,933742.3606,Cash,8
22863,Jersey Mikes,6,6,7,6,6,7,6,5,5,5,6,5,7,6,7,Pennsylvania,8564.743959,558684.0548,Cash,12
22864,Jimmy Johns,6,5,5,6,6,5,4,5,6,5,6,6,4,4,6,Rhode Island,3045.93805,474283.0716,Google Pay,11
22865,Jersey Mikes,6,6,7,5,6,4,4,5,5,6,6,7,5,6,7,South Dakota,8034.633803,646988.2017,Cash,9
22865,McDonalds,4,5,4,7,5,4,5,4,5,3,5,7,4,5,5,Tennessee,5545.753421,704960.0314,Samsung Pay,6
22866,Jimmy Johns,7,5,7,6,6,6,5,6,5,6,5,6,4,5,4,Texas,3984.292113,331321.8524,Google Pay,14
22866,McDonalds,4,5,4,4,5,5,6,3,5,5,5,5,6,6,6,Utah,1312.183137,935291.3042,Debit Card,10
22917,Subway,4,7,6,6,7,7,6,6,5,7,7,6,7,6,7,Wisconsin,8859.049839,206693.2844,Google Pay,8
22917,Jersey Mikes,5,5,6,6,5,5,6,5,7,5,6,6,5,6,6,Wyoming,1290.188033,894445.9381,Debit Card,6
22918,Jersey Mikes,6,7,6,6,5,7,6,7,7,5,5,7,5,5,6,Alabama,7886.491544,871496.5077,Credit Card,10
22918,Panera,4,7,6,6,7,7,7,5,7,6,5,7,6,5,7,Alaska,3124.570399,501437.8201,Credit Card,11
22919,Firehouse Subs,4,6,7,6,5,5,5,7,6,6,6,7,7,7,6,Arizona,8238.678749,298518.4597,Apple Pay,10
22919,Panera,4,7,6,6,6,6,6,5,7,7,6,6,7,5,6,Arkansas,628.3362201,130570.4554,Google Pay,6
22920,Chipotle,4,5,6,6,7,6,5,7,7,7,6,6,7,6,7,California,2722.023985,583646.0512,Apple Pay,8
22920,Panera,4,7,5,7,7,7,6,7,7,6,7,6,6,6,6,Colorado,698.5512093,629203.0942,Credit Card,11
23028,Jimmy Johns,3,7,6,7,7,5,6,5,5,6,7,7,4,7,5,Connecticut,1526.54832,117159.2804,Credit Card,14
23028,McDonalds,6,5,7,7,5,6,4,6,3,6,6,6,7,6,6,Delaware,4391.277207,359924.7275,Debit Card,9
23029,Firehouse Subs,6,6,5,6,5,6,5,6,6,7,5,7,6,7,5,Florida,2730.541608,921278.2059,Google Pay,15
23029,McDonalds,6,4,7,6,6,4,7,6,5,6,7,5,7,7,7,Georgia,5417.2031,198687.1182,Apple Pay,9
23030,Jimmy Johns,4,4,6,5,7,6,7,7,5,6,7,6,7,6,7,Hawaii,7320.908574,712268.3772,Apple Pay,9
23030,McDonalds,4,5,6,6,7,6,7,7,5,6,7,7,4,6,7,Idaho,3203.384099,504146.9643,Google Pay,6
23032,Firehouse Subs,3,6,7,6,6,7,6,7,6,6,7,3,7,6,7,Illinois,9804.168845,903428.1092,Debit Card,10
23034,Jimmy Johns,5,7,6,6,5,6,6,5,6,6,5,6,5,6,6,Iowa,3254.00278,475599.195,Apple Pay,6
23034,McDonalds,6,5,5,5,5,6,6,5,5,5,5,6,6,6,5,Kansas,2688.558197,497371.8859,Apple Pay,8
23035,Chipotle,5,6,6,5,6,4,7,6,4,6,6,6,6,5,6,Kentucky,7368.564561,153519.4143,Samsung Pay,6
23035,Jimmy Johns,6,6,6,5,6,5,6,7,6,6,6,5,6,7,6,Louisiana,9575.588872,896249.7702,Google Pay,10
23037,Chipotle,6,6,5,6,6,6,5,7,5,5,6,6,5,6,5,Maine,3971.972519,496860.3651,Debit Card,10
23037,Panera,5,3,7,6,5,6,6,6,6,7,6,6,5,6,4,Maryland,5421.233244,342219.8501,Cash,13
23039,Jimmy Johns,5,6,6,7,5,6,6,6,4,7,6,6,6,7,6,Massachusetts,9924.734263,619886.2857,Google Pay,12
23039,McDonalds,6,6,7,6,6,7,6,6,5,6,7,5,5,5,5,Michigan,7721.780713,543748.118,Debit Card,9
23042,Firehouse Subs,5,6,5,6,6,5,6,5,6,5,4,4,6,5,6,Minnesota,2400.393468,273809.4088,Credit Card,14
23042,Jimmy Johns,6,7,6,5,5,6,6,5,6,5,5,6,6,6,5,Mississippi,3281.270895,322878.6763,Cash,9
23043,Jimmy Johns,6,6,5,5,6,5,5,5,5,7,6,5,6,5,6,Missouri,547.8950181,440822.426,Credit Card,7
23043,McDonalds,5,5,7,7,6,5,5,5,6,6,6,5,6,6,6,Montana,2924.945308,285388.892,Apple Pay,7
23044,Jersey Mikes,5,5,5,6,6,5,7,6,6,5,6,6,6,5,6,Nebraska,1605.884121,330683.2621,Apple Pay,9
23044,Panera,6,6,6,6,7,5,6,5,7,6,5,5,6,6,5,Nevada,5264.000365,834008.162,Apple Pay,8
23045,Firehouse Subs,5,5,6,5,4,6,5,5,5,6,6,6,6,6,6,New Hampshire,6404.281027,270494.73,Credit Card,7
23045,Jersey Mikes,6,5,5,7,6,5,5,6,6,5,7,7,6,6,6,New Jersey,6034.379813,6097.604324,Cash,14
23046,Jimmy Johns,6,5,7,6,6,6,6,6,6,4,7,6,5,6,6,New Mexico,5584.176844,601008.283,Cash,11
23046,Panera,5,6,7,5,6,6,6,6,6,6,7,5,6,6,7,New York,968.3066648,313050.2638,Google Pay,12
23061,Chipotle,6,5,6,7,5,5,6,6,6,5,6,5,6,7,6,North Carolina,5006.981047,816948.1286,Apple Pay,14
23062,Jersey Mikes,6,6,6,7,6,7,7,7,6,5,6,5,5,6,6,Oklahoma,6201.905855,747753.5233,Debit Card,5
23063,Jersey Mikes,6,6,6,5,5,7,6,5,7,7,7,7,6,5,6,Oregon,659.5279845,357510.878,Debit Card,8
23064,Panera,6,7,6,5,5,6,6,6,7,5,7,5,5,7,6,South Carolina,998.4152915,515323.8727,Apple Pay,7
23065,Panera,6,6,6,6,6,6,6,6,6,7,5,7,6,5,5,Tennessee,9380.843811,31033.89452,Credit Card,11
23066,Jersey Mikes,6,7,6,7,5,6,6,7,7,6,7,7,5,6,6,Utah,6857.195973,930384.4623,Samsung Pay,7
23067,Subway,6,6,6,5,5,5,5,7,7,6,5,7,7,5,6,Vermont,9261.139629,57559.21787,Google Pay,11
23068,Subway,5,6,6,6,5,7,7,6,6,5,6,6,6,7,5,Washington,4952.074834,599645.7723,Credit Card,9
23071,Firehouse Subs,6,6,7,5,6,6,6,6,7,5,6,5,6,5,6,Wyoming,8016.311217,601891.823,Samsung Pay,14
23072,Firehouse Subs,6,6,7,6,6,6,7,5,6,5,7,7,6,7,6,Alaska,4391.597176,695141.5174,Samsung Pay,13
23073,Subway,6,6,6,6,5,6,6,7,6,6,6,7,6,7,6,Arizona,3309.876597,886557.0207,Google Pay,6
23074,Subway,6,7,6,6,5,7,6,6,6,7,6,5,6,6,5,California,8532.145568,431190.6119,Samsung Pay,9
23075,Firehouse Subs,6,5,7,6,6,6,5,6,6,6,7,6,6,5,5,Connecticut,9267.058037,77409.36043,Apple Pay,15
23076,Jersey Mikes,6,7,6,6,6,6,6,7,6,7,6,6,7,5,6,Georgia,3470.46335,610508.9899,Google Pay,12
23078,Chipotle,5,7,6,6,5,6,6,6,7,6,6,7,6,6,5,Hawaii,371.7740542,413550.6027,Google Pay,6
23086,Jersey Mikes,5,5,5,6,6,5,6,6,6,7,6,6,7,6,6,Illinois,7745.129356,122356.9316,Samsung Pay,7
23086,McDonalds,5,5,5,6,6,6,7,6,5,7,6,5,7,6,6,Indiana,7149.905472,442190.8108,Google Pay,15
23090,Firehouse Subs,5,6,7,6,6,5,6,5,7,6,5,5,7,7,5,Iowa,93.19884873,315013.3645,Samsung Pay,14
23090,McDonalds,5,6,6,6,7,6,5,7,6,7,5,6,6,5,7,Kansas,4107.638608,509090.5889,Cash,13
23092,Jersey Mikes,5,6,6,6,5,6,7,5,7,7,7,5,5,6,6,Kentucky,709.2002487,609623.6631,Apple Pay,15
23092,McDonalds,5,5,5,6,6,5,5,7,6,6,6,6,6,6,6,Louisiana,5206.822661,381481.9955,Google Pay,9
23094,McDonalds,5,5,5,6,5,5,5,6,6,6,5,5,6,5,6,Maine,6752.350523,579781.2531,Debit Card,11
23094,Panera,5,5,6,7,7,6,7,5,6,7,6,6,5,6,6,Maryland,5317.604572,516197.2064,Google Pay,11
23099,Firehouse Subs,6,6,5,5,6,7,6,7,5,6,6,6,6,5,6,Massachusetts,2732.040183,849449.8768,Cash,12
23099,Jersey Mikes,5,6,6,6,7,6,7,5,7,6,7,6,6,6,7,Michigan,8036.470604,671441.7579,Cash,5
23131,Jimmy Johns,5,6,7,6,7,6,7,5,6,6,5,6,7,6,6,Mississippi,9796.892585,439296.762,Apple Pay,6
23133,Chipotle,6,7,6,6,5,6,7,5,6,6,7,6,6,5,6,Missouri,3599.963881,517256.1687,Apple Pay,6
23134,Subway,6,6,5,6,6,5,5,6,6,5,7,5,6,6,6,Nebraska,7610.900054,110151.8583,Debit Card,5
23135,Chipotle,6,7,6,5,6,7,6,6,7,5,6,5,6,6,6,New Hampshire,2525.535683,945544.8024,Credit Card,14
23136,Chipotle,6,7,5,6,5,6,7,6,6,5,5,5,5,6,6,New Mexico,8396.912463,173654.3312,Debit Card,7
23137,Subway,6,6,6,6,6,5,7,5,5,5,6,5,6,6,5,North Carolina,403.1015014,679824.6795,Samsung Pay,6
23139,Chipotle,6,6,5,6,5,6,6,6,6,7,5,7,5,6,5,Ohio,4492.148896,162385.5349,Debit Card,9
23140,Panera,6,6,5,6,5,6,7,7,6,5,6,7,5,6,5,Pennsylvania,2642.702375,110630.9538,Google Pay,10
23141,Firehouse Subs,6,5,6,6,5,6,6,5,6,6,5,6,6,6,5,Rhode Island,3962.455698,671591.078,Google Pay,7
23142,Subway,6,6,6,5,5,7,6,6,6,5,5,6,5,6,7,South Dakota,9239.824575,726819.3052,Cash,8
23143,Subway,6,6,5,6,6,7,6,6,5,6,5,6,7,6,6,Texas,3206.600632,275245.4807,Apple Pay,15
23144,Jersey Mikes,6,6,6,6,6,6,7,5,5,6,6,6,6,6,6,Virginia,2339.817262,241680.7927,Samsung Pay,10
23145,Subway,6,6,5,6,5,5,6,6,5,6,5,7,6,6,6,Washington,4820.13708,558854.3401,Debit Card,11
23146,McDonalds,6,5,6,6,6,6,6,7,6,5,6,5,5,6,7,Wyoming,1284.533038,299102.0381,Samsung Pay,7
23147,Chipotle,6,5,6,6,6,5,6,6,5,5,5,6,6,6,6,Alaska,7922.702229,351285.8624,Cash,11
23148,Firehouse Subs,6,7,6,6,5,7,5,6,6,5,6,5,5,5,5,Arkansas,802.7782098,976215.0948,Cash,8
23165,McDonalds,5,5,5,6,5,6,7,7,5,6,6,7,5,5,5,California,8144.419409,860144.098,Cash,8
23165,Panera,4,6,6,5,6,6,6,7,7,5,5,6,6,6,6,Colorado,2925.631704,423296.5393,Google Pay,9
23166,Firehouse Subs,5,6,6,6,7,7,6,5,5,5,7,5,7,5,6,Connecticut,6898.151071,352475.7046,Google Pay,11
23166,Jimmy Johns,5,6,5,5,6,6,7,5,6,5,5,6,5,7,6,Delaware,5162.106799,902408.4653,Debit Card,12
23168,Jersey Mikes,4,6,6,5,6,7,7,6,7,7,5,6,5,6,6,Florida,3111.464601,208501.3216,Cash,14
23168,Panera,5,6,6,6,6,6,7,6,5,5,6,5,6,5,7,Georgia,879.2588562,443746.1837,Credit Card,10
23170,McDonalds,5,6,7,6,5,7,6,6,5,6,6,5,5,7,6,Hawaii,8289.779936,313119.1894,Debit Card,7
23170,Panera,5,6,7,7,6,6,5,5,5,5,5,6,6,6,6,Idaho,4952.742469,28751.58422,Google Pay,15
23171,Jersey Mikes,6,7,7,6,6,7,6,5,6,7,7,6,5,6,6,Illinois,8362.831912,721136.0682,Credit Card,8
23171,Panera,4,5,7,6,6,6,6,5,7,6,5,6,6,5,6,Indiana,7793.896517,802313.2298,Apple Pay,15
23173,Jersey Mikes,5,6,5,6,6,6,7,5,5,7,5,5,5,5,6,Iowa,9940.556126,713318.2123,Samsung Pay,9
23173,Panera,4,6,5,7,6,6,7,7,6,5,5,7,6,6,5,Kansas,1693.438999,71784.87459,Cash,7
23174,Firehouse Subs,5,6,5,5,5,6,7,6,6,6,5,6,7,6,7,Kentucky,6618.591198,301846.9855,Apple Pay,13
23174,Jimmy Johns,5,6,6,7,6,5,6,7,7,5,6,6,7,5,6,Louisiana,1983.353557,889301.7736,Credit Card,5
23176,Chipotle,6,6,6,6,6,6,5,6,6,7,6,6,4,6,5,Maine,1115.611352,337296.215,Debit Card,6
23176,McDonalds,5,6,6,6,6,6,6,5,6,6,6,7,6,6,6,Maryland,6550.735652,152459.5801,Apple Pay,5
23178,McDonalds,5,6,6,6,7,5,6,6,6,6,6,6,6,5,6,Michigan,4336.79641,384926.2506,Google Pay,15
23179,McDonalds,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,Mississippi,5115.5464,981880.8453,Samsung Pay,10
23180,Chipotle,5,6,6,7,6,6,6,6,6,6,6,6,6,6,5,Missouri,9595.082448,523565.9907,Debit Card,7
23180,McDonalds,6,5,7,5,7,5,6,7,6,5,5,6,6,6,6,Montana,9282.711896,978877.3674,Debit Card,11
23182,Jersey Mikes,5,6,6,7,6,6,7,6,6,6,6,7,6,6,7,Nebraska,4040.930737,252941.7878,Google Pay,14
23183,Jersey Mikes,5,7,6,6,6,6,6,6,7,6,6,6,7,6,5,New Jersey,1130.732139,565978.76,Apple Pay,15
23185,Subway,6,6,6,7,7,6,6,6,7,6,6,6,6,6,5,New Mexico,8288.175257,575372.3692,Google Pay,10
23187,Jersey Mikes,4,5,5,6,6,5,5,6,5,7,6,6,5,5,6,North Carolina,7353.196156,158117.5956,Credit Card,7
23187,Jimmy Johns,5,6,5,6,6,6,6,6,6,6,5,6,6,6,6,North Dakota,866.3788924,181119.5327,Samsung Pay,14
23189,Jimmy Johns,5,6,6,6,5,6,6,6,6,6,5,6,7,6,6,Oklahoma,9586.74169,105979.3558,Credit Card,7
23213,Firehouse Subs,6,6,6,7,7,7,7,7,6,7,5,7,5,5,5,Oregon,663.1204562,97206.12254,Debit Card,11
23213,Panera,6,3,4,6,5,4,6,5,6,6,7,5,7,3,6,Pennsylvania,931.4012812,833963.3967,Credit Card,9
23214,Firehouse Subs,6,6,6,6,6,7,6,4,6,6,6,6,6,4,7,Rhode Island,3093.08444,438723.3108,Apple Pay,15
23214,Jimmy Johns,6,7,7,5,6,7,6,7,7,7,7,7,4,7,5,South Carolina,9804.510873,106984.4921,Debit Card,5
23216,Chipotle,3,4,4,7,5,7,7,5,7,5,7,6,6,4,6,South Dakota,9435.967458,413834.956,Cash,10
23216,Jimmy Johns,4,6,7,5,6,5,7,7,6,5,7,7,7,7,5,Tennessee,7874.495603,766241.9249,Cash,6
23217,Jimmy Johns,5,7,6,6,7,6,7,5,5,4,5,7,6,5,7,Texas,694.7846778,625543.9533,Google Pay,8
23217,Panera,4,7,6,7,5,7,6,6,6,4,4,7,6,3,7,Utah,6655.75458,196248.7482,Credit Card,12
23218,Subway,6,5,5,7,7,5,6,4,6,6,5,6,5,5,4,Vermont,5332.060444,92801.98355,Debit Card,11
23218,Jimmy Johns,3,6,3,3,6,4,6,7,7,7,7,6,7,5,7,Virginia,9386.930873,258001.1369,Apple Pay,10
23253,Chipotle,5,7,6,6,7,5,7,6,6,6,6,7,7,7,5,Washington,2045.087435,4267.07273,Google Pay,13
23253,Panera,4,5,6,7,7,7,6,6,7,5,6,5,6,7,6,West Virginia,6986.849985,939951.2805,Google Pay,15
23254,Jersey Mikes,6,7,6,5,6,6,6,5,6,7,6,6,5,7,5,Wisconsin,4525.164322,130885.7935,Google Pay,10
23254,Panera,4,7,6,5,6,5,6,6,5,6,5,6,6,6,6,Wyoming,1955.585963,629076.4324,Google Pay,14
